0	2659
1	3422
10	930
100	3422
1000	3422
1001	930
1002	3422
1003	3422
1004	3422
1005	3422
1006	930
1007	930
1008	3422
1009	930
101	3422
1010	3422
1011	930
1012	4851
1013	3422
1014	3422
1015	930
1016	4851
1017	930
1018	3422
1019	930
102	3422
1020	4851
1021	930
1022	2659
1023	4851
1024	3422
1025	3422
1026	930
1027	3422
1028	930
1029	930
103	3422
1030	930
1031	930
1032	3422
1033	930
1034	930
1035	930
1036	4851
1037	4851
1038	930
1039	930
104	3422
1040	930
1041	4851
1042	4851
1043	930
1044	4851
1045	930
1046	4851
1047	930
1048	3422
1049	930
105	3422
1050	3422
1051	3422
1052	2659
1053	3422
1054	2659
1055	4851
1056	4851
1057	3422
1058	4851
1059	2659
106	3422
1060	4851
1061	4851
1062	4851
1063	930
1064	930
1065	4851
1066	4851
1067	4851
1068	4851
1069	2659
107	3422
1070	2659
1071	2659
1072	3422
1073	3422
1074	3422
1075	4851
1076	930
1077	4851
1078	3422
1079	3422
108	3422
1080	4851
1081	930
1082	4851
1083	4851
1084	3422
1085	3422
1086	930
1087	930
1088	3422
1089	4851
109	3422
1090	3422
1091	3422
1092	3422
1093	930
1094	3422
1095	4851
1096	4851
1097	3422
1098	3422
1099	3422
11	3422
110	3422
1100	4851
1101	3422
1102	930
1103	4851
1104	4851
1105	930
1106	930
1107	930
1108	930
1109	930
111	3422
1110	930
1111	3422
1112	930
1113	3422
1114	930
1115	4851
1116	4851
1117	4851
1118	4851
1119	4851
112	3422
1120	4851
1121	4851
1122	4851
1123	930
1124	3422
1125	2659
1126	930
1127	930
1128	2659
1129	930
113	3422
1130	930
1131	4851
1132	4851
1133	3422
1134	4851
1135	930
1136	3422
1137	4851
1138	4851
1139	2659
114	3422
1140	930
1141	4851
1142	3422
1143	930
1144	4851
1145	4851
1146	3422
1147	4851
1148	4851
1149	4851
115	3422
1150	4851
1151	930
1152	930
1153	3422
1154	930
1155	4851
1156	930
1157	4851
1158	2659
1159	4851
116	3422
1160	930
1161	930
1162	3422
1163	3422
1164	930
1165	4851
1166	3422
1167	4851
1168	3422
1169	3422
117	3422
1170	3422
1171	4851
1172	930
1173	930
1174	3422
1175	930
1176	4851
1177	4851
1178	4851
1179	4851
118	3422
1180	4851
1181	3422
1182	930
1183	4851
1184	3422
1185	3422
1186	3422
1187	2659
1188	3422
1189	930
119	3422
1190	3422
1191	2659
1192	4851
1193	3422
1194	3422
1195	3422
1196	3422
1197	930
1198	3422
1199	3422
12	3422
120	3422
1200	3422
1201	3422
1202	4851
1203	930
1204	930
1205	3422
1206	4851
1207	4851
1208	4851
1209	4851
121	3422
1210	4851
1211	4851
1212	4851
1213	4851
1214	930
1215	3422
1216	930
1217	930
1218	3422
1219	4851
122	3422
1220	3422
1221	3422
1222	3422
1223	3422
1224	3422
1225	4851
1226	4851
1227	930
1228	930
1229	3422
123	3422
1230	930
1231	930
1232	930
1233	3422
1234	4851
1235	930
1236	930
1237	930
1238	930
1239	2659
124	3422
1240	4851
1241	4851
1242	4851
1243	930
1244	3422
1245	4851
1246	3422
1247	3422
1248	930
1249	930
125	3422
1250	930
1251	3422
1252	3422
1253	930
1254	930
1255	3422
1256	3422
1257	4851
1258	4851
1259	4851
126	3422
1260	4851
1261	3422
1262	3422
1263	4851
1264	4851
1265	2659
1266	930
1267	4851
1268	930
1269	930
127	3422
1270	930
1271	930
1272	930
1273	3422
1274	3422
1275	4851
1276	930
1277	930
1278	930
1279	3422
128	3422
1280	930
1281	930
1282	4851
1283	3422
1284	4851
1285	930
1286	930
1287	4851
1288	930
1289	3422
129	3422
1290	4851
1291	4851
1292	4851
1293	4851
1294	4851
1295	930
1296	4851
1297	4851
1298	4851
1299	4851
13	3422
130	3422
1300	4851
1301	4851
1302	4851
1303	4851
1304	930
1305	4851
1306	930
1307	930
1308	930
1309	930
131	3422
1310	4851
1311	930
1312	930
1313	930
1314	930
1315	930
1316	930
1317	3422
1318	930
1319	3422
132	3422
1320	930
1321	930
1322	3422
1323	4851
1324	4851
1325	4851
1326	930
1327	930
1328	3422
1329	4851
133	3422
1330	4851
1331	2659
1332	4851
1333	4851
1334	4851
1335	4851
1336	4851
1337	4851
1338	3422
1339	930
134	3422
1340	3422
1341	3422
1342	4851
1343	4851
1344	4851
1345	4851
1346	4851
1347	3422
1348	4851
1349	4851
135	3422
1350	4851
1351	4851
1352	930
1353	930
1354	930
1355	930
1356	930
1357	2659
1358	2659
1359	930
136	3422
1360	3422
1361	2659
1362	2659
1363	2659
1364	2659
1365	4851
1366	4851
1367	2659
1368	2659
1369	2659
137	3422
1370	930
1371	3422
1372	3422
1373	4851
1374	930
1375	930
1376	930
1377	930
1378	930
1379	2659
138	3422
1380	3422
1381	930
1382	930
1383	930
1384	3422
1385	930
1386	930
1387	3422
1388	4851
1389	4851
139	3422
1390	930
1391	930
1392	4851
1393	930
1394	2659
1395	4851
1396	930
1397	3422
1398	4851
1399	930
14	3422
140	3422
1400	4851
1401	4851
1402	4851
1403	4851
1404	4851
1405	4851
1406	930
1407	4851
1408	4851
1409	3422
141	3422
1410	4851
1411	3422
1412	930
1413	930
1414	2659
1415	4851
1416	4851
1417	4851
1418	4851
1419	4851
142	3422
1420	4851
1421	930
1422	930
1423	930
1424	3422
1425	930
1426	4851
1427	3422
1428	930
1429	3422
143	3422
1430	3422
1431	3422
1432	3422
1433	4851
1434	4851
1435	4851
1436	4851
1437	4851
1438	930
1439	930
144	3422
1440	4851
1441	4851
1442	3422
1443	3422
1444	930
1445	930
1446	930
1447	930
1448	930
1449	930
145	3422
1450	3422
1451	930
1452	930
1453	4851
1454	4851
1455	4851
1456	3422
1457	2659
1458	4851
1459	3422
146	3422
1460	930
1461	4851
1462	4851
1463	2659
1464	4851
1465	4851
1466	3422
1467	930
1468	4851
1469	2659
147	3422
1470	930
1471	3422
1472	4851
1473	930
1474	930
1475	930
1476	930
1477	4851
1478	2659
1479	930
148	3422
1480	2659
1481	3422
1482	4851
1483	2659
1484	4851
1485	930
1486	3422
1487	930
1488	930
1489	4851
149	3422
1490	3422
1491	4851
1492	930
1493	930
1494	4851
1495	930
1496	3422
1497	930
1498	930
1499	930
15	3422
150	3422
1500	930
1501	3422
1502	930
1503	930
1504	4851
1505	4851
1506	3422
1507	930
1508	4851
1509	3422
151	3422
1510	3422
1511	3422
1512	930
1513	930
1514	930
1515	930
1516	930
1517	4851
1518	4851
1519	4851
152	3422
1520	3422
1521	930
1522	2659
1523	4851
1524	3422
1525	3422
1526	3422
1527	3422
1528	3422
1529	3422
153	3422
1530	2659
1531	3422
1532	930
1533	930
1534	930
1535	3422
1536	3422
1537	4851
1538	930
1539	3422
154	3422
1540	930
1541	4851
1542	3422
1543	4851
1544	4851
1545	930
1546	930
1547	2659
1548	930
1549	930
155	3422
1550	4851
1551	2659
1552	930
1553	930
1554	4851
1555	930
1556	930
1557	930
1558	3422
1559	930
156	3422
1560	930
1561	930
1562	930
1563	930
1564	930
1565	930
1566	3422
1567	3422
1568	2659
1569	3422
157	930
1570	930
1571	930
1572	930
1573	930
1574	3422
1575	2659
1576	3422
1577	4851
1578	930
1579	4851
158	3422
1580	4851
1581	4851
1582	3422
1583	4851
1584	3422
1585	930
1586	930
1587	3422
1588	930
1589	930
159	3422
1590	930
1591	2659
1592	2659
1593	4851
1594	4851
1595	930
1596	4851
1597	4851
1598	4851
1599	4851
16	3422
160	3422
1600	4851
1601	4851
1602	930
1603	2659
1604	4851
1605	2659
1606	4851
1607	4851
1608	2659
1609	2659
161	3422
1610	930
1611	930
1612	4851
1613	4851
1614	4851
1615	3422
1616	4851
1617	3422
1618	4851
1619	4851
162	3422
1620	930
1621	4851
1622	3422
1623	930
1624	4851
1625	4851
1626	930
1627	930
1628	930
1629	3422
163	3422
1630	930
1631	2659
1632	930
1633	4851
1634	3422
1635	3422
1636	930
1637	3422
1638	930
1639	3422
164	3422
1640	4851
1641	4851
1642	930
1643	930
1644	930
1645	4851
1646	4851
1647	4851
1648	4851
1649	4851
165	3422
1650	4851
1651	3422
1652	3422
1653	4851
1654	930
1655	930
1656	3422
1657	4851
1658	4851
1659	930
166	3422
1660	3422
1661	3422
1662	4851
1663	3422
1664	4851
1665	3422
1666	3422
1667	3422
1668	3422
1669	4851
167	3422
1670	930
1671	3422
1672	3422
1673	4851
1674	4851
1675	930
1676	2659
1677	4851
1678	4851
1679	3422
168	3422
1680	3422
1681	4851
1682	4851
1683	3422
1684	4851
1685	930
1686	3422
1687	930
1688	930
1689	930
169	3422
1690	4851
1691	930
1692	930
1693	930
1694	930
1695	930
1696	930
1697	930
1698	4851
1699	930
17	930
170	3422
1700	930
1701	930
1702	3422
1703	930
1704	3422
1705	930
1706	3422
1707	930
1708	930
1709	4851
171	3422
1710	3422
1711	930
1712	3422
1713	930
1714	4851
1715	4851
1716	3422
1717	3422
1718	4851
1719	3422
172	3422
1720	930
1721	3422
1722	930
1723	930
1724	930
1725	3422
1726	930
1727	3422
1728	3422
1729	3422
173	3422
1730	3422
1731	3422
1732	4851
1733	3422
1734	3422
1735	3422
1736	3422
1737	3422
1738	3422
1739	3422
174	3422
1740	4851
1741	4851
1742	4851
1743	4851
1744	930
1745	930
1746	930
1747	930
1748	2659
1749	930
175	3422
1750	4851
1751	930
1752	930
1753	3422
1754	930
1755	4851
1756	4851
1757	4851
1758	4851
1759	4851
176	3422
1760	4851
1761	4851
1762	4851
1763	4851
1764	4851
1765	4851
1766	4851
1767	2659
1768	2659
1769	2659
177	3422
1770	4851
1771	4851
1772	4851
1773	4851
1774	4851
1775	3422
1776	930
1777	3422
1778	3422
1779	3422
178	3422
1780	3422
1781	3422
1782	3422
1783	3422
1784	2659
1785	2659
1786	4851
1787	930
1788	930
1789	3422
179	3422
1790	3422
1791	3422
1792	3422
1793	3422
1794	930
1795	3422
1796	3422
1797	3422
1798	2659
1799	930
18	3422
180	3422
1800	4851
1801	930
1802	3422
1803	4851
1804	930
1805	930
1806	930
1807	4851
1808	4851
1809	3422
181	3422
1810	3422
1811	3422
1812	3422
1813	3422
1814	3422
1815	3422
1816	3422
1817	930
1818	930
1819	3422
182	3422
1820	3422
1821	3422
1822	3422
1823	930
1824	4851
1825	4851
1826	4851
1827	4851
1828	4851
1829	4851
183	3422
1830	930
1831	930
1832	930
1833	3422
1834	3422
1835	3422
1836	2659
1837	930
1838	4851
1839	2659
184	3422
1840	4851
1841	3422
1842	4851
1843	4851
1844	930
1845	3422
1846	3422
1847	4851
1848	3422
1849	4851
185	3422
1850	4851
1851	930
1852	4851
1853	4851
1854	930
1855	4851
1856	930
1857	4851
1858	4851
1859	4851
186	3422
1860	930
1861	930
1862	4851
1863	930
1864	4851
1865	2659
1866	2659
1867	2659
1868	2659
1869	4851
187	3422
1870	2659
1871	2659
1872	930
1873	4851
1874	4851
1875	4851
1876	4851
1877	4851
1878	4851
1879	4851
188	3422
1880	930
1881	4851
1882	930
1883	930
1884	4851
1885	4851
1886	4851
1887	930
1888	930
1889	930
189	3422
1890	930
1891	4851
1892	3422
1893	930
1894	4851
1895	3422
1896	3422
1897	3422
1898	930
1899	4851
19	3422
190	3422
1900	4851
1901	3422
1902	930
1903	4851
1904	4851
1905	3422
1906	3422
1907	2659
1908	2659
1909	2659
191	930
1910	2659
1911	930
1912	4851
1913	4851
1914	4851
1915	4851
1916	930
1917	4851
1918	4851
1919	3422
192	3422
1920	930
1921	3422
1922	2659
1923	2659
1924	3422
1925	3422
1926	4851
1927	3422
1928	930
1929	4851
193	3422
1930	930
1931	930
1932	3422
1933	4851
1934	4851
1935	930
1936	930
1937	4851
1938	4851
1939	4851
194	3422
1940	4851
1941	3422
1942	3422
1943	3422
1944	930
1945	4851
1946	3422
1947	3422
1948	930
1949	930
195	3422
1950	4851
1951	930
1952	930
1953	2659
1954	4851
1955	4851
1956	4851
1957	930
1958	4851
1959	4851
196	3422
1960	4851
1961	3422
1962	4851
1963	2659
1964	930
1965	930
1966	4851
1967	930
1968	930
1969	930
197	3422
1970	3422
1971	3422
1972	930
1973	3422
1974	930
1975	3422
1976	930
1977	930
1978	930
1979	4851
198	3422
1980	4851
1981	930
1982	930
1983	4851
1984	930
1985	2659
1986	3422
1987	4851
1988	4851
1989	3422
199	3422
1990	930
1991	3422
1992	930
1993	4851
1994	930
1995	3422
1996	3422
1997	4851
1998	930
1999	3422
2	930
20	3422
200	3422
2000	3422
2001	3422
2002	930
2003	4851
2004	4851
2005	4851
2006	3422
2007	3422
2008	4851
2009	4851
201	3422
2010	930
2011	3422
2012	4851
2013	3422
2014	4851
2015	930
2016	4851
2017	4851
2018	2659
2019	930
202	3422
2020	3422
2021	3422
2022	2659
2023	3422
2024	3422
2025	3422
2026	4851
2027	4851
2028	2659
2029	3422
203	3422
2030	3422
2031	4851
2032	2659
2033	2659
2034	930
2035	3422
2036	3422
2037	3422
2038	930
2039	4851
204	3422
2040	930
2041	930
2042	3422
2043	4851
2044	3422
2045	930
2046	3422
2047	3422
2048	930
2049	3422
205	3422
2050	930
2051	3422
2052	3422
2053	3422
2054	3422
2055	930
2056	930
2057	4851
2058	3422
2059	930
206	3422
2060	930
2061	930
2062	3422
2063	930
2064	930
2065	930
2066	930
2067	930
2068	930
2069	4851
207	3422
2070	4851
2071	4851
2072	4851
2073	930
2074	2659
2075	2659
2076	2659
2077	930
2078	930
2079	2659
208	3422
2080	2659
2081	4851
2082	930
2083	930
2084	930
2085	930
2086	4851
2087	4851
2088	4851
2089	4851
209	3422
2090	930
2091	4851
2093	4851
2094	4851
2095	2659
2096	2659
2097	930
2098	930
2099	930
21	3422
210	3422
2100	930
2101	930
2102	4851
2103	930
2104	4851
2105	4851
2106	3422
2107	4851
2108	4851
2109	4851
211	3422
2110	4851
2111	4851
2112	4851
2113	3422
2114	930
2115	4851
2116	2659
2117	930
2118	930
2119	4851
212	3422
2120	930
2121	930
2122	930
2123	3422
2124	4851
2125	4851
2126	4851
2127	930
2128	930
2129	930
213	3422
2130	4851
2131	930
2132	930
2133	930
2134	4851
2135	4851
2136	4851
2137	4851
2138	4851
2139	2659
214	3422
2140	2659
2141	3422
2142	3422
2143	3422
2144	3422
2145	3422
2146	3422
2147	3422
2148	3422
2149	3422
215	3422
2150	3422
2151	3422
2152	3422
2153	3422
2154	3422
2155	3422
2156	3422
2157	3422
2158	3422
2159	3422
216	3422
2160	930
2161	3422
2162	4851
2163	3422
2164	4851
2165	4851
2166	930
2167	930
2168	930
2169	930
217	3422
2170	3422
2171	930
2172	3422
2173	3422
2174	4851
2175	4851
2176	4851
2177	4851
2178	930
2179	4851
218	3422
2180	4851
2181	930
2182	3422
2183	930
2184	4851
2185	4851
2186	4851
2187	3422
2188	4851
2189	4851
219	3422
2190	3422
2191	3422
2192	930
2193	930
2194	4851
2195	4851
2196	930
2197	930
2198	930
2199	4851
22	3422
220	3422
2200	3422
2201	4851
2202	3422
2203	930
2204	4851
2205	4851
2206	3422
2207	3422
2208	3422
2209	3422
221	3422
2210	930
2211	930
2212	4851
2213	930
2214	930
2215	4851
2216	2659
2217	4851
2218	4851
2219	4851
222	3422
2220	2659
2221	4851
2222	4851
2223	930
2224	3422
2225	4851
2226	3422
2227	3422
2228	3422
2229	4851
223	3422
2230	3422
2231	4851
2232	930
2233	2659
2234	930
2235	930
2236	930
2237	930
2238	930
2239	4851
224	3422
2240	3422
2241	3422
2242	3422
2243	4851
2244	4851
2245	4851
2246	4851
2247	3422
2248	4851
2249	4851
225	3422
2250	4851
2251	3422
2252	3422
2253	4851
2254	3422
2255	4851
2256	4851
2257	930
2258	4851
2259	3422
226	3422
2260	2659
2261	4851
2262	3422
2263	4851
2264	930
2265	930
2266	4851
2267	930
2268	4851
2269	4851
227	3422
2270	4851
2271	930
2272	3422
2273	4851
2274	3422
2275	930
2276	930
2277	930
2278	930
2279	3422
228	3422
2280	4851
2281	4851
2282	4851
2283	3422
2284	4851
2285	3422
2286	930
2287	930
2288	4851
2289	4851
229	3422
2290	930
2291	2659
2292	2659
2293	3422
2294	930
2295	930
2296	930
2297	930
2298	3422
2299	3422
23	3422
230	3422
2300	930
2301	930
2302	930
2303	3422
2304	3422
2305	930
2306	4851
2307	4851
2308	930
2309	930
231	3422
2310	3422
2311	930
2312	3422
2313	930
2314	930
2315	4851
2316	930
2317	4851
2318	3422
2319	4851
232	3422
2320	4851
2321	930
2322	930
2323	930
2324	4851
2325	4851
2326	4851
2327	4851
2328	930
2329	4851
233	3422
2330	930
2331	3422
2332	3422
2333	4851
2334	930
2335	930
2336	930
2337	3422
2338	3422
2339	930
234	3422
2340	3422
2341	3422
2342	930
2343	3422
2344	3422
2345	3422
2346	3422
2347	3422
2348	4851
2349	3422
235	3422
2350	3422
2351	3422
2352	3422
2353	4851
2354	930
2355	4851
2356	930
2357	4851
2358	4851
2359	930
236	3422
2360	3422
2361	3422
2362	4851
2363	4851
2364	3422
2365	3422
2366	4851
2367	4851
2368	4851
2369	4851
237	930
2370	930
2371	4851
2372	4851
2373	3422
2374	930
2375	3422
2376	4851
2377	930
2378	3422
2379	4851
238	3422
2380	3422
2381	4851
2382	4851
2383	930
2384	4851
2385	930
2386	930
2387	930
2388	930
2389	3422
239	3422
2390	3422
2391	3422
2392	4851
2393	3422
2394	3422
2395	3422
2396	3422
2397	3422
2398	3422
2399	3422
24	3422
240	3422
2400	930
2401	3422
2402	3422
2403	3422
2404	3422
2405	3422
2406	3422
2407	4851
2408	4851
2409	930
241	3422
2410	3422
2411	3422
2412	3422
2413	4851
2414	4851
2415	3422
2416	3422
2417	930
2418	930
2419	4851
242	3422
2420	930
2421	4851
2422	4851
2423	2659
2424	2659
2425	3422
2426	3422
2427	930
2428	4851
2429	3422
243	3422
2430	3422
2431	930
2432	930
2433	930
2434	930
2435	930
2436	930
2437	930
2438	3422
2439	930
244	4851
2440	2659
2441	930
2442	930
2443	4851
2444	3422
2445	3422
2446	930
2447	3422
2448	930
2449	930
245	3422
2450	930
2451	2659
2452	930
2453	4851
2454	930
2455	3422
2456	930
2457	930
2458	930
2459	930
246	3422
2460	4851
2461	930
2462	3422
2463	2659
