12345679	11064	4
12345679	2372	5
12345679	10947	3
12345679	7617	1
12345679	2452	3
12345679	15124	3
12345679	8644	2
12345679	17157	3
12345679	1962	1
12345679	12470	3
12345679	14538	1
12345679	14621	2
12345679	8387	4
12345679	1905	1
12345679	12161	2
12345679	7624	3
12345679	14454	2
12345679	14410	5
12345679	6972	5
12345679	571	2
12345679	2862	1
12345679	3624	3
12345679	2152	1
12345679	5862	4
12345679	5496	3
12345679	16954	2
