CVP|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0|0.25|1.0|0.0|0.0|0.0|0.25|0.0|0.25|0.0|0.0|0.0|0.25|0.0|0.25|0.0|0.0|1.0|1.0|1.0|0.0|0.75|0.25|0.0|0.75|0.0|0.75|1.0|0.0|1.0|1.0|0.25|0.0|0.25|1.0|1.0|0.75|0.0|0.0|0.25|0.25|0.0|1.0|0.75|1.0|1.0|0.75|0.0|0.75|1.0|1.0|1.0|0.0|0.5|0.25|0.25|0.25|0.5|0.25|0.75|0.25|0.25|0.25|1.0
CVP|1.0|0.75|0.0|1.0|0.0|0.75|1.0|0.75|0.75|1.0|1.0|0.25|0.25|1.0|0.0|0.0|0.25|0.25|0.75|0.0|0.25|0.0|0.75|0.25|0.0|0.25|0.25|0.25|1.0|0.75|0.75|0.75|0.25|0.75|0.0|1.0|0.0|1.0|0.75|0.0|1.0|1.0|0.75|0.0|0.25|0.75|0.75|1.0|0.75|0.0|0.75|0.75|0.25|0.0|1.0|0.75|1.0|1.0|0.0|0.0|0.75|1.0|0.75|0.25|1.0|0.5|0.5|0.75|0.75|0.5|1.0|0.5|0.5|0.25|0.75
CVP|0.25|1.0|0.75|1.0|0.75|0.25|1.0|0.75|1.0|0.0|0.75|0.25|1.0|1.0|1.0|0.75|0.75|0.25|0.25|0.25|0.0|0.0|0.25|0.0|0.75|0.0|0.75|0.75|1.0|0.25|0.75|1.0|1.0|1.0|0.25|0.0|0.75|0.75|0.25|0.25|1.0|1.0|0.25|0.25|0.25|1.0|0.25|0.75|0.75|0.0|0.75|0.0|0.25|0.75|1.0|0.25|0.75|0.0|0.0|0.75|0.75|0.75|1.0|1.0|0.75|0.25|0.5|0.5|0.5|0.5|0.75|0.5|0.5|0.25|1.0
CVP|0.75|0.75|0.0|0.0|0.0|0.75|1.0|0.0|0.75|1.0|1.0|0.0|0.25|1.0|0.0|0.0|0.0|0.25|0.0|0.0|0.0|0.25|0.25|0.0|0.0|0.75|0.0|0.0|1.0|1.0|1.0|0.0|1.0|0.25|0.0|0.25|0.0|1.0|1.0|0.0|0.25|0.75|0.0|0.0|0.25|1.0|0.75|0.75|0.0|0.0|0.25|0.0|0.25|1.0|0.75|1.0|0.75|1.0|0.0|0.0|1.0|1.0|1.0|0.0|0.75|0.5|0.5|0.5|0.75|0.25|1.0|0.5|0.25|0.5|1.0
Grüne|0.0|1.0|0.0|1.0|1.0|0.0|0.75|1.0|0.25|1.0|1.0|0.75|0.75|0.0|1.0|1.0|1.0|0.0|0.75|0.0|0.75|0.0|0.25|0.0|0.25|0.25|1.0|1.0|0.25|0.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.75|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|0.75|0.0|0.75|0.0|1.0|1.0|0.5|0.0|1.0|1.0|0.0|1.0|0.75|0.5|0.75|0.5|1.0
JGrüne|0.0|1.0|0.0|0.75|1.0|0.0|1.0|1.0|0.25|1.0|1.0|0.0|0.25|0.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|0.25|1.0|1.0|1.0|0.25|0.0|0.0|1.0|0.0|0.75|1.0|1.0|1.0|1.0|1.0|0.75|1.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.25|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|0.75|0.0|1.0|1.0|1.0|1.0|0.5|0.0|1.0|1.0|0.0|1.0|1.0|0.75|0.75|0.5|1.0
LDP|0.25|0.25|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0.75|0.75|0.0|0.25|1.0|0.0|0.0|0.75|0.25|0.0|0.75|0.0|0.25|1.0|1.0|0.0|1.0|0.0|0.0|0.75|0.25|1.0|0.0|1.0|0.0|0.0|0.25|0.0|0.75|0.25|0.0|0.0|0.0|0.0|0.0|0.0|0.75|1.0|1.0|0.0|0.25|0.0|0.0|0.0|0.75|0.25|0.75|1.0|0.75|0.0|1.0|0.75|0.0|0.0|0.25|0.75|0.25|0.0|0.5|0.5|0.0|0.75|0.0|0.25|0.0|0.0
EDU|0.75|0.25|1.0|0.25|0.75|1.0|0.75|0.25|0.0|0.75|0.75|0.25|0.25|0.75|0.25|0.0|0.25|0.75|0.25|0.75|0.25|0.25|0.0|0.25|0.25|0.0|0.75|0.75|1.0|0.25|0.75|0.25|0.25|0.75|0.25|0.25|0.25|0.25|0.25|0.25|0.25|1.0|0.25|0.75|0.75|0.25|0.75|0.25|0.75|0.75|0.25|0.75|0.75|0.25|0.25|0.25|0.75|0.25|0.0|0.25|0.75|0.25|0.0|0.75|0.5|0.5|0.5|0.75|0.5|0.75|0.75|0.25|0.5|0.75|0.0
LDP|0.75|0.75|1.0|0.25|0.75|0.75|1.0|0.0|0.75|0.0|1.0|0.0|1.0|0.75|0.0|0.75|0.25|0.25|0.75|0.25|1.0|0.25|1.0|0.75|0.0|0.75|0.25|0.25|1.0|0.25|0.75|0.0|0.25|1.0|0.0|1.0|0.0|0.75|0.25|0.25|0.25|1.0|1.0|0.75|1.0|1.0|1.0|1.0|0.75|0.0|1.0|0.25|0.0|0.0|1.0|0.25|0.75|1.0|0.25|1.0|1.0|1.0|0.75|0.75|0.5|0.5|0.75|0.75|0.5|0.5|0.75|0.75|0.25|0.5|0.75
FDP|0.25|0.75|0.0|0.0|0.75|0.75|0.75|0.0|0.75|0.75|1.0|0.0|1.0|1.0|0.0|0.0|0.75|0.75|0.75|0.25|0.75|0.0|1.0|0.25|0.0|0.25|1.0|0.75|1.0|0.0|0.0|0.25|0.0|0.75|1.0|0.25|0.0|1.0|1.0|0.0|0.75|1.0|1.0|1.0|0.75|1.0|0.25|0.0|0.75|0.0|1.0|0.25|0.0|0.75|1.0|0.25|1.0|0.75|0.0|0.75|0.75|1.0|1.0|1.0|0.5|0.5|0.5|1.0|0.25|0.5|0.5|0.5|0.5|0.5|1.0
Grüne|0.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.25|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.75|1.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|0.75|1.0|1.0|1.0|1.0|0.0|0.0|0.75|0.0|1.0|0.75|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.75|1.0|1.0|0.25|0.0|1.0|0.75|0.0|0.75|0.75|1.0|0.75|0.5|1.0
SP|0.0|0.75|0.75|0.75|1.0|0.75|1.0|0.75|1.0|1.0|1.0|0.25|0.75|0.75|1.0|0.75|0.75|0.0|1.0|0.0|1.0|0.75|1.0|1.0|0.75|0.0|1.0|1.0|0.75|0.25|0.0|1.0|0.0|1.0|0.25|1.0|1.0|0.75|1.0|0.75|1.0|1.0|1.0|1.0|0.0|0.25|0.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.25|0.75|0.75|0.25|0.25|0.75|1.0|1.0|1.0|0.5|0.0|0.75|0.75|0.25|1.0|0.5|0.5|0.5|0.5|1.0
FDP|1.0|0.25|0.75|0.0|0.25|0.75|0.75|0.0|0.25|0.25|0.75|0.0|0.25|0.75|0.25|0.75|0.25|0.75|0.75|0.0|0.0|0.0|0.25|0.25|0.0|0.0|0.0|0.25|1.0|0.25|0.75|0.0|0.25|0.25|0.25|0.25|0.0|0.75|0.75|0.25|0.75|0.75|0.0|0.25|0.25|1.0|0.75|0.75|0.25|0.0|0.75|0.25|0.25|0.75|0.25|0.25|0.75|0.75|0.0|0.75|1.0|1.0|1.0|0.25|0.75|0.5|0.25|0.5|0.5|0.25|0.75|0.5|0.5|0.25|1.0
SP|0.0|1.0|0.0|1.0|1.0|0.0|0.75|1.0|1.0|0.75|1.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|0.75|1.0|0.75|0.75|1.0|1.0|0.25|1.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.75|0.75|1.0|1.0|1.0|0.75|0.25|0.75|0.0|0.0|1.0|0.25|1.0|1.0|1.0|1.0|1.0|0.0|0.25|0.75|0.75|1.0|1.0|1.0|1.0|1.0|0.5|0.0|1.0|1.0|0.5|1.0|1.0|1.0|1.0|0.5|1.0
JGrüne|0.0|1.0|0.0|1.0|1.0|0.0|0.25|0.75|1.0|0.25|0.75|0.25|0.25|0.25|1.0|1.0|1.0|0.0|1.0|0.0|0.75|0.25|1.0|0.75|0.0|0.25|0.75|1.0|0.75|0.25|0.25|1.0|0.0|1.0|1.0|1.0|1.0|0.75|1.0|0.75|1.0|1.0|1.0|1.0|0.0|0.75|0.0|0.0|1.0|0.25|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.25|0.75|0.25|1.0|0.0|1.0|1.0|0.5|0.0|1.0|0.75|0.25|1.0|0.75|0.75|0.75|0.5|1.0
EVP|0.75|0.75|0.25|0.0|0.75|0.25|1.0|0.75|0.25|0.75|1.0|1.0|0.25|1.0|0.0|0.0|0.75|1.0|0.75|0.0|0.0|0.0|0.0|0.0|0.0|0.25|0.75|1.0|1.0|0.0|1.0|0.75|0.0|0.25|0.75|0.75|0.0|0.75|0.0|0.25|1.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.75|1.0|0.75|1.0|0.75|0.0|0.25|0.75|0.25|0.25|0.75|0.75|0.5|0.25|0.5|0.5|0.75|0.5|0.25|0.25|0.5|0.25
SLB|0.0|1.0|0.0|1.0|1.0|0.25|0.25|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.75|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.25|0.75|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.75|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.75|0.25|0.25|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|0.5|1.0|0.75|0.75|1.0|1.0|1.0
SLB|0.0|1.0|0.25|1.0|1.0|0.25|1.0|1.0|1.0|0.75|1.0|0.0|0.75|1.0|1.0|1.0|1.0|0.0|1.0|0.0|0.25|0.75|1.0|1.0|0.0|0.0|0.75|1.0|1.0|0.0|0.0|1.0|0.75|1.0|1.0|0.75|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.75|0.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.75|1.0|0.25|0.0|1.0|1.0|1.0|1.0|0.5|0.0|1.0|0.75|0.25|0.75|0.5|0.75|0.5|0.75|1.0
CVP|0.75|1.0|0.0|0.25|1.0|0.25|0.0|0.75|0.75|0.0|0.75|0.25|1.0|0.0|0.0|1.0|0.75|0.25|0.75|0.0|1.0|0.0|1.0|1.0|0.0|0.25|0.25|0.25|1.0|0.0|0.75|0.75|0.75|0.25|0.0|0.75|0.0|0.75|0.75|0.25|0.0|0.25|0.0|0.0|0.75|0.75|0.0|1.0|0.25|0.25|1.0|0.75|0.75|0.75|0.75|0.25|0.75|0.0|0.25|0.75|1.0|1.0|1.0|1.0|0.5|0.25|0.5|0.75|0.75|0.75|0.5|0.5|0.75|0.5|1.0
glp|0.25|0.75|0.25|0.0|0.25|0.25|1.0|0.75|0.25|0.25|0.0|0.25|0.25|0.75|0.0|0.25|0.25|0.0|0.75|0.25|0.75|0.25|1.0|0.25|0.25|0.75|0.75|0.25|0.75|0.25|0.25|0.0|0.75|0.75|0.75|0.25|0.25|0.75|1.0|0.0|0.0|1.0|0.75|0.0|0.0|0.25|0.75|0.0|0.25|0.75|0.25|0.75|1.0|0.75|0.75|0.25|0.25|0.0|0.0|0.75|0.75|0.25|0.75|0.75|0.5|0.25|0.5|0.5|0.25|0.5|0.5|0.5|0.25|0.25|0.75
CVP|0.75|1.0|0.0|0.75|0.25|0.25|0.75|1.0|0.25|0.25|1.0|0.25|0.75|0.25|0.0|1.0|0.75|0.0|0.25|0.0|0.75|0.0|1.0|0.75|0.0|0.75|0.0|0.25|1.0|0.75|1.0|0.0|0.25|0.75|0.0|0.75|0.0|1.0|0.75|0.25|0.75|1.0|0.75|0.0|0.0|1.0|0.25|1.0|0.75|0.0|1.0|0.75|1.0|1.0|1.0|0.0|0.75|0.75|0.0|0.25|1.0|1.0|1.0|0.75|0.5|0.0|0.5|0.75|0.5|0.5|0.75|0.5|0.5|0.5|1.0
glp|0.75|0.25|0.75|0.25|0.25|0.75|0.25|0.75|0.25|0.75|1.0|0.25|0.25|0.75|0.0|0.25|0.25|0.25|0.75|1.0|0.25|0.75|1.0|1.0|0.75|0.25|0.25|0.75|1.0|0.25|0.75|0.25|0.75|0.75|0.0|0.75|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|0.25|0.75|0.0|1.0|0.0|0.75|0.75|1.0|1.0|1.0|0.0|0.25|0.25|0.0|0.25|0.25|0.75|0.75|1.0|0.5|0.0|0.75|0.75|0.0|1.0|0.75|0.5|0.5|0.25|0.75
LDP|0.75|1.0|0.0|0.0|0.25|0.0|1.0|0.0|0.75|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.25|0.0|0.0|0.0|1.0|0.0|0.0|0.75|0.0|0.0|0.75|0.25|0.75|0.0|0.25|0.0|0.0|0.25|0.0|0.25|0.75|0.0|0.0|0.75|1.0|0.75|0.25|0.25|0.25|0.75|0.25|0.0|1.0|0.0|0.0|1.0|0.75|0.0|0.0|1.0|0.0|0.75|1.0|1.0|0.75|0.75|0.5|0.5|0.5|0.5|0.25|0.5|1.0|0.5|0.5|0.25|0.75
Grüne|0.0|1.0|0.0|1.0|1.0|0.25|0.25|1.0|1.0|0.75|1.0|0.0|1.0|0.0|1.0|1.0|0.75|0.0|1.0|0.0|1.0|1.0|1.0|0.75|1.0|0.0|1.0|1.0|0.75|0.0|0.0|1.0|0.0|1.0|0.75|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.25|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|0.25|0.0|0.75|0.0|1.0|1.0|0.5|0.0|0.75|1.0|0.25|1.0|1.0|1.0|0.75|0.5|1.0
CVP|0.25|1.0|0.0|1.0|0.25|0.75|1.0|0.75|0.75|1.0|1.0|0.0|0.75|0.75|0.0|0.0|0.25|0.0|0.25|0.0|0.75|0.0|1.0|0.0|1.0|0.0|0.75|0.75|1.0|1.0|1.0|0.25|0.25|0.75|0.0|0.25|0.25|1.0|0.75|0.0|0.0|1.0|1.0|0.75|0.25|0.75|0.25|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|0.75|0.75|1.0|0.25|0.75|1.0|1.0|1.0|1.0|0.5|0.0|0.5|0.75|0.25|0.5|0.75|0.5|0.5|0.25|1.0
solid.|0.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|1.0|0.25|0.25|0.25|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.75|1.0|1.0|1.0|0.0|0.25|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.75|0.75|0.0|0.25|0.0|0.0|1.0|0.75|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|0.25|0.0|0.75|0.0|0.75|1.0|0.25|0.0|1.0|1.0|0.0|1.0|0.75|1.0|1.0|0.75|0.75
solid.|0.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|0.75|0.25|0.75|0.25|1.0|1.0|1.0|0.0|0.75|0.0|0.0|0.75|1.0|0.75|1.0|0.75|1.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.25|1.0|0.75|1.0|0.75|0.75|1.0|1.0|0.75|0.75|0.25|0.75|0.0|0.0|0.75|0.75|0.25|1.0|0.75|0.75|1.0|0.25|0.0|0.0|0.25|0.25|0.25|0.0|0.75|1.0|0.75|0.5|0.75|0.75|0.5|0.75|0.75|1.0|1.0|0.75|0.75
CVP|1.0|1.0|0.25|0.75|0.25|0.75|0.75|0.25|0.0|1.0|1.0|0.25|0.75|0.25|0.0|0.75|0.75|0.25|0.75|0.0|0.75|0.75|1.0|0.75|0.75|0.75|0.25|0.75|1.0|0.75|0.75|0.25|0.75|0.75|0.75|0.75|0.0|1.0|0.75|0.0|0.25|1.0|0.75|0.25|0.0|0.75|0.75|0.75|0.75|0.0|1.0|0.25|1.0|0.75|1.0|0.25|0.25|0.25|0.75|1.0|1.0|1.0|0.75|0.75|0.5|0.5|0.5|0.5|0.25|0.5|0.75|0.5|0.5|0.25|0.75
LS|0.75|1.0|0.75|0.75|0.75|0.75|0.75|0.25|0.25|1.0|1.0|0.25|0.75|0.75|0.25|0.75|0.25|0.25|0.0|0.25|0.0|0.0|0.25|0.25|0.0|0.25|0.25|0.25|1.0|1.0|0.75|0.0|1.0|0.25|0.0|0.25|0.25|1.0|0.75|0.0|0.75|0.75|0.75|0.25|0.25|1.0|0.25|0.25|0.25|0.25|0.75|0.75|0.75|0.75|0.75|1.0|0.75|1.0|0.25|0.75|0.25|0.75|0.75|0.25|0.75|0.5|0.25|0.25|0.25|0.5|0.75|0.75|0.0|0.5|0.75
FDP|0.0|0.75|0.25|0.0|0.75|0.75|0.75|1.0|0.25|0.25|1.0|0.0|0.25|1.0|0.0|0.0|0.25|0.75|0.0|0.75|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.75|0.0|0.75|0.75|0.0|1.0|0.75|0.25|1.0|0.0|0.75|0.25|0.25|1.0|0.0|0.0|0.25|0.75|1.0|0.75|1.0|0.0|0.25|0.25|0.0|0.75|0.75|1.0|0.75|0.75|0.25|0.0|0.75|0.0|1.0|0.25|0.75|1.0|0.25|0.25|0.5|1.0|0.25|0.75|0.25|0.5|0.5|0.25
Grüne|0.0|1.0|0.0|1.0|1.0|0.0|0.75|1.0|1.0|1.0|1.0|0.75|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|0.75|1.0|0.25|1.0|1.0|0.25|0.0|0.25|1.0|0.25|1.0|0.75|1.0|1.0|1.0|1.0|0.75|1.0|1.0|1.0|1.0|0.0|0.25|0.75|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|0.25|0.0|1.0|0.0|1.0|1.0|0.5|0.0|0.75|1.0|0.0|1.0|1.0|1.0|0.75|0.5|1.0
Grüne|0.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|0.25|1.0|0.0|1.0|1.0|0.25|0.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|0.75|1.0|1.0|1.0|1.0|0.0|0.0|0.75|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|0.25|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.5|1.0
JA!|0.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.75|0.75|0.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.75|1.0|1.0|1.0|0.75|1.0|1.0|1.0|1.0|0.0|1.0|0.75|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|1.0|1.0|0.25|0.0|0.5|0.75|0.0|0.75|1.0|0.5|0.75|0.0|1.0
GPB-DA|0.0|0.75|0.0|0.75|0.75|0.25|0.25|1.0|1.0|0.0|0.75|0.0|1.0|0.0|1.0|0.75|1.0|0.0|1.0|0.75|1.0|1.0|1.0|0.75|1.0|0.0|1.0|1.0|1.0|0.0|0.25|0.75|0.0|1.0|0.75|1.0|1.0|1.0|1.0|0.75|1.0|1.0|1.0|1.0|0.25|0.75|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.25|0.0|0.0|0.25|0.0|0.25|0.0|0.25|1.0|0.0|0.0|1.0|0.75|0.0|1.0|0.75|0.5|0.5|0.5|0.25
parteifrei|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.25|0.75|1.0|0.0|1.0|1.0|0.0|1.0|1.0|0.75|0.75|1.0|0.0|1.0|1.0|1.0|1.0|0.75|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.25|0.75|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.75|0.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|0.25|0.0|0.5|0.25|0.0|0.5|0.75|0.5|0.25|0.0|1.0
JUSO|0.0|1.0|0.0|1.0|1.0|0.0|0.25|1.0|1.0|0.75|1.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|0.75|1.0|0.25|1.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|0.75|0.25|1.0|1.0|1.0|0.25|1.0|0.0|0.0|1.0|0.75|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|0.5|0.0|1.0|1.0|0.0|0.75|1.0|0.75|0.75|0.0|1.0
