Ovey George,The Cannon Ball (1915)
Dumcke Ernst,Kennwort Machin (1939)
Tiffe Angelo,Vital Signs (1990)
Zeitz Mark,Luck of the Irish (2009/I)
Pudavick Jennifer,Faces in the Crowd (2011)
Yelda,Haneen (2006)
Aleksashenko Artem,The Black Tulip (2010)
Lindblom Anita,Vi fixar allt (1962)
Angélique Emmanuelle,La jeune femme qui lisait des romans d'amour (2005)
Zorga Alexander,Johnny Mad Dog (2008)
Valenski Petru,El chevrolé (2002)
Bleibtreu Hedwig,Tänzerinnen für Süd-Amerika gesucht (1931)
Hagman Wictor,Gustaf Wasa del I (1928)
Kataoka Chosei,Aizu no Kotetsu (1917)
Gill Avtar,Zaalim (1994)
Mahoney Mike (I),Strategic Air Command (1955)
Münch Richard,Der Verlorene (1951)
Farmer William (I),Bullethead (2002)
Wilska Kaarlo,Mitäs me taiteilijat (1952)
Magnusson Kim,Kvindesind (1980)
Vansittart Emma,Mother & Daughter (2011)
Horrigan Patrick,Missionary Man (2007)
Huster Toscane,Un homme et son chien (2008)
Adamson Chuck,A River Runs Through It (1992)
Silva David (I),La zandunga (1938)
Sena Lauro,Etéia a Extraterrestre em Sua Aventura no Rio (1983)
Wierzenski Mike,Love Naturally (2010)
Portillo Guy,Killpoint (1984)
Allaerts Luc,The Afterman (1985)
Bedia Ramzy,La tour Montparnasse infernale (2001)
De la Brosse Marcel,Do Not Disturb (1965)
Murphy Kerry (III),Rat Rod Rockers! (2010)
Bora Ekrem,Aska susayanlar (1964)
Pensado Juan,Público/Privado (2004)
Dolezal Miroslav,Paklíc (1944)
Lam Ngoc (II),Six-String Samurai (1998)
Nilsson Twins The,Tony Pastor and His Orchestra (1947)
Meiller Franz (I),Kaiserschmarrn (2012)
Kalayci Cahit,Saka gözcüleri (2007)
O'Dell Georgia,Believe It or Not (1928)
Pantaleo Giovanni,The Pink Panther 2 (2009)
Konstas Giorgos,O elkystis (1999)
Gibbes Robyn,Gross Misconduct (1993)
Aguiar Maria,Miosotis (2001)
Morales Gracita,Las panteras se comen a los ricos (1969)
Hallor Ray,Sally (1925)
Ragozzino Leonardo,Un paradiso (1994)
Kincses Matt,Smile of April (2009)
Blystone Stanley,The Farmer Takes a Wife (1935)
Talby Robert,Santo Domingo (1972)
Crutchley Rosalie,The Gamma People (1956)
Pal Amrit,Aadamkhor (1986)
Kapoor Ravindra,Pind De Kuri (1967)
Sharland Mary-Leigh,Childhood (2009)
Cheng Tien-chi,Chat biu mai chung (1979)
Leeb Alexander,The Unbreakable Sword (2012)
Kamondi Imre,Sose halunk meg (1993)
Sabbatini Gino,Fiordalisi d'oro (1936)
Scott Michael (IV),Song for a Raggy Boy (2003)
Shawkat Alia,Amreeka (2009)
Pasquier Elsa,Sans tambour ni trompette (2011)
Mintz-Plasse Christopher,Fright Night (2011)
Lynch Gus (II),The Fabulous Felix McCabe (2006)
Farrell Tom (XIV),Congo Maisie (1940)
Jamerson Peter,The Crystal Ball (1943)
Grandais Suzanne,La force de l'argent (1913)
Carsrud Victor,Parasaito Dôruzu (2003)
Nakamura Kanzaburô (I),Shinema kabuki: Renjishi (2008)
Baker Emma (I),Six Bullets (2007)
Witt William David,The Work and the Glory (2004)
Stone Stephen W.,I Heart U (2011)
Vallathol Ravi,Kalyana Unnikal (1997)
Volante Richard,La petite cérémonie (2002)
Sun Haiying,Zou chu xibaipo (2001)
Mizuno Masako (II),Shin Gion kouta (1932)
Sala Fernando (I),Les amants de Tolède (1953)
Forde Eugenie,The Everlasting Judy (1912)
Jones Steve (XVII),Sundowning (2005)
Smathers Chad W.,Men of Honor (2000)
Tashman Lilyan,Mama Loves Papa (1933)
Hamilton Lloyd (I),Si's Wonderful Mineral Spring (1914)
Dionisio Mark,Krisanta iba ka (2004)
Kieffer Philippe,13 Tzameti (2005)
Blanco Rodolfo (I),Diente por diente (2011)
Urs Yudhishtir,Break Ke Baad (2010)
Arnheim Valy,Sein Todfeind (1918)
Riddell Peter C.,Everything's Eventual (2009)
Maksimov Vladimir (I),Oborona Sevastopolya (1911)
Dev Rahul,Allari Pidugu (2005)
Caccietta Caro,Thumbsucker (2005)
Roberti Roberto,Voragine (1917)
Elliott Eileen (I),Crime Wave (1954)
Valdarno Rina,Locura musical (1958)
Bellet Pierre-Louis,Neuilly sa mère! (2009)
von Eckhardt Milena,Das unsterbliche Herz (1939)
Creel Celeste,Rupert Galloway (2005)
Vidal Armando (I),La virgen bruja (1920)
Rivers Johnny Cley,The Vigilante (2010)
David Esther (I),Low Fidelity (2009)
Vera Hernán (I),La feria de San Marcos (1958)
Bartlett Jill,Well Sooted (2006)
Sreekumar (I),Lion (2006)
Young Sara (I),The Nature of the Beast (1995)
Stanton Ronald,Weekend Pass (1944)
Soulier Yannick,The Stalking Moon (2013)
Gregory Dave (II),Urgh! A Music War (1981)
Lee Samuel F.,The Rover (2013)
Møller Flemming Quist,Hvem myrder hvem? (1978)
Berry Janine,Les visiteurs du soir (1942)
Leonard David (IV),A Spot in Heaven (2009)
Davia (I),Simone est comme ça (1932)
Di Vito Cesare,Sing Sing (1983)
Glass Ann-Gisel,Comédie musicale (1992)
Ward Blackjack,Mason of the Mounted (1932)
Willis Marlene,Rockabilly Baby (1957)
Bustamante Alicia,Clandestinos (1988)
Kelly Jesse (I),O'Hara and the Youthful Prodigal (1913)
Calvo Mary Jo,Notes on a Napkin (2010)
Holland Erik,The Gypsy Warriors (1978)
Sheshadri Meenakshi,Muqaddar Ka Faisla (1987)
Paulais Georges,Fantômas (1932)
Bliss Ian (I),The Catalpa Rescue (2007)
Key Steve,Mercury Rising (1998)
Bernard Sam (II),A Tragedy at Midnight (1942)
Molnár Levente (I),Rózsaszín sajt (2009)
Alfonsi Lidia,Le fatiche di Ercole (1958)
Best James (I),Seminole (1953)
Visconti Virginie,Le gang des TV (1999)
Manolakis Alexandros,Polaroid (2000)
Pascu Mircea,Nemuritorii (1974)
Talley Jill (I),World's Greatest Dad (2009/I)
Sugman Jernej,Dergi in Roza v kraljestvu svizca (2004)
Hackl Karlheinz,Sophie's Choice (1982)
Gallagher Alicia,Mancation (2012)
Cotton Nick,Bon Appetit (2005)
Máj Karel,Anna proletárka (1953)
Folland Liz,Bravo (2005)
Lee Lorraine (II),Behind the Burly Q (2010)
del Rosario Beleth,Lipa 'Arandia' Massacre: Lord Deliver Us from Evil (1994)
Hastings Cheri Mills,Zombie Homecoming (2010)
Bauer Steven (I),Quantum of Solace (2008)
Martell Alphonse,Charlie Chan in City in Darkness (1939)
Blier Bernard,Amici miei (1975)
Cohen Dave (VII),Sixty Six (2006)
Jakubisiak Ryszard,Kolejnosc uczuc (1993)
Feydt Fridtjof,At dere tør! (1980)
Ellis Keith (I),The Mission (2003/I)
Lander Ana Belen,El secreto (2010)
Petit Hervé,Enfants de salaud (1996)
Chico Florinda,Gusanos de seda (1977)
Gioconda,Dos camioneros con suerte (recongidos en cancus)
Neufeld Max,Der ledige Hof (1919)
Verner Hans,Les morfalous (1984)
Tio Cesario,Two-Eleven (2007)
Garcia Marcio,Man Up (2012)
Taylor Ferris,First Offenders (1939)
Manik Roma,Pehla Pehla Pyar (1994)
Erbe Berit,Vi vil ha' et barn (1949)
Hoffman Otto,Crooked Straight (1919)
McClure Keyla,Troll Picnic (2008)
Bertram Anthony (II),The Killers (2011)
Ko Phillip,Dynamite Brothers (1974)
Harding John Glenn,Dream Trap (1990)
Walter Mary (I),Till We Meet Again (1985)
Draychik Natalia,Puteshestvie s domashnimi zhivotnymi (2007)
Aumont Michel,L'emmerdeur (2008)
Bradley Kenneth Wayne,Blacksite: Area 51 (2007)
Corinealdi Emayatzy,Mortality (2000)
Cracknell Ryelee,Sleep State (2009)
Duva Lou,WBO Jr. Lightweight Championship: Hector Camacho vs. Vinny Pazienza (1990)
Fernandez Boy,Tikboy Tikas at mga Khroaks Boys (1993)
Nowicki Tomek,Fussballfieber (2006)
Cook Douglas L.,I Will Kill (2008)
Sunshine Chuck,Sharkula: Diarrhea of a Madman (2010)
Dunn DeVeau,A Question of Ethics (1992)
Dubois Jean-Pol,Le jeune marié (1983)
Noel Wendy (I),Trixie (2000)
Dimitrova Emiliya,Dublyorat (1974)
Coyle Jimmy,The Further Adventures of the Po' Boys (2003)
Steed Rachelle,About Cherry (2012)
Evans Edward (I),Mr. Denning Drives North (1952)
Sarkanen Robert,Blodigt jävla helvete (2008)
Vaage Einar,Jørund Smed (1948)
Gelovani Mikheil,Nakhvamdis (1934)
Sawamura Sadako (I),Kekkon koshinkyoku (1951)
Pashinin Anatoliy,My iz budushchego (2008)
Clemmensen Poul (II),Pigen og pressefotografen (1963)
Rivard Mary,Warm in the Bud (1970)
Valdes Eric,The Bunker (2008)
Loth Kader,Horst Schlämmer - Isch kandidiere! (2009)
Castaldi Jean-Pierre,Lune froide (1991)
Graziewicz Andrzej,Dzieci i ryby (1997)
Cicek Elisabeth,Wand vor der Wand (2012)
Badilla Sebastián,El Limpiapiscinas (2011)
Ugalde Santi,Pagafantas (2009)
Agrawal Shalabh,9 Eleven (2011)
Vasquez Ellena,Eleanor (2009)
Dutt Shanta,Apni Nagariya (1940)
Viena Enzo,Cuando los hombres hablan de mujeres (1967)
Rando Seru,Chikan densha: Man'in mame-sagashi (1982)
Evans Jennifer (XIV),The Ref (2011/III)
Neeman Eri,Loving You (2008)
Wittenmyer Darr,Her Lesson (1916)
LePeltier Adrian,Getting Lear (2009)
Gómez Alza Manuel,El desembarco los 33 orientales (1952)
Whitfield Timothy,Another Day in Hollywood (2011)
Mathis André,La dérobade (1979)
Gera Zoltán,Szakadék (1956)
Gannon Chris,Joe's Day (1998)
Vidaurri Acela,Víctimas del pecado (1951)
Deldick Françoise,Nous maigrirons ensemble (1979)
Riley Thomas (III),Unstoppable (2010)
Solomina Elena,Kolodets (2009)
Martin Kiel,Human Highway (1982)
Driver Adam (I),The F Word (2013)
Teague Guy,These Thousand Hills (1959)
Harrison Bob (I),Chorakhe (1980)
Lang Doreen,The Cabinet of Caligari (1962)
D'Marcos Oscar,Engaging (2009)
DeBorba Lillian,Sons of the Desert (1933)
Mumm Cathy,Leave It on the Track (2011)
Rodney Earle,Whose Baby? (1917/II)
Dlesk Emil,Cestou krízovou (1938)
Mignal Marie-France,Le vieux fusil (1975)
D'Oliveira Damon,Bogus (1996)
Barthel Petra (I),Nach einer Ewigkeit (1992)
Faye Fanny (I),Sushi Sushi (1991)
White Patrick (XXIII),Behind the Roses (2008)
Meyer Roberto,Qué noche aquella (1959)
Jakisch Mara,Karo König (1936)
Neal Roy,The Night Holds Terror (1955)
Brodhead James,Mean Johnny Barrows (1976)
Dakovska Ivanka,Kaloyan (1963)
Flint Sam,Sea Tiger (1952)
Perrey Mireille,Les petites alliées (1936)
Caudill Stephen (I),Madea's Big Happy Family (2011)
Howard Kim (IV),Eat (2006)
Godere Michael,False Start (2001)
Landis John (I),Death Race 2000 (1975)
Sakai Cheryl,All for Melissa (2007)
Labramonte Arnold,Puso ng pasko (1998)
Towns Kathy,Alchemy (2005/II)
Callam Alex,Paper Bullets (1941)
Bainter Fay,Give My Regards to Broadway (1948)
Schott Holger,Kappert 2: Die Photos (1994)
Manrufo Olivia,Una rosa de Francia (2006)
Zschocke Joachim,Silvesterpunsch (1960)
Thomas Allison Carter,They're Out of the Business (2011)
Robertshaw Jerrold,The Girl Who Didn't Care (1916)
Pak Yin,Ru yi ji xiang (1952)
Haggar Violet,The Life of Charles Peace (1905/I)
Yahid Jasmine,Sheikh Chilli and His Three Wives (2012)
Magno Miguel,Irma Vap - O Retorno (2006)
Lüders Günther,Mein Mann darf es nicht wissen (1940)
Norvash Danial,Granaz (2009)
Highet Fiona,Whirligig (2010)
de Castro Ewerton,A Noite da Fêmeas (1976)
Fortune Johnny (III),Out by Dark (2011)
Poltavtseva N.,Bronenosets Potyomkin (1925)
Russell William (I),Extravagance (1912)
Adam Alfred,Croisières sidérales (1942)
Arnaz Desi,Jitterumba (1947)
Cameron Peter (IV),Three Parts Dead (2010)
Sedwick Beaux,Too Much Magic (2000)
Baird John (III),When Ponds Freeze Over (1998)
Almanzor Rando,Aguinaldo (1993)
Vaquero Rafael,La guerra de papá (1977)
Pramodini,Market (2003)
Gibson Hoot,The Stranger (1920/II)
Epelbaum Marcos,¿Dónde estás amor de mi vida que no te puedo encontrar? (1992)
Chow Kam Kong,Xin tie cuo men shen (1979)
Bäckström Nils,Hundarna i Riga (1995)
Granath Tiffany,Baby Face Nelson (1996)
Verhoeven Daan,The Underwater Realm (2012)
Combs Sean (II),CityCollege9.com: 9 Dead One Story (2006)
O'Neal Tatum,Basquiat (1996)
Wagoner Bryce,Jupiter Landing (2005)
Mardor,Fille-mère (1913)
Pulido Juan (I),El dolor de los hijos (1949)
Brockette Gary,Adjustments (2001)
Casares Ana,El tango en París (1956)
Durang Christopher,HouseSitter (1992)
Hooi Everon Jackson,Dood eind (2006)
Santos Vilma (I),Pulot gata (1977)
Coleman Tom (I),Zombies on Broadway (1945)
Cook Clyde (I),The Little Princess (1939)
Avtar Ram,Fakira (1976)
Lam Kwok-Hung (I),Wei xian ren wu (1981)
Verdin Julia,Two Jacks (2012)
Richter Samantha,Making of Toxic Lullaby - The Story (2010)
Amsel Fred,Blondie's Hero (1950)
Soman Milind,Shadow (2009/I)
Wall Jean,La loi du nord (1939)
Ward Cameron (I),Afterschool (2008)
Boutsikas Fotis,Annita i dieftharmeni (1975)
Ôtani Ikue,Poketto monsutaa: Pikachû no natsu-yasumi (1998)
Peterson Eric (I),Brigham City (2001)
Lee Cornelia 'Angge',Naiibang hayop (1983)
Evans Candace,Blair Witch Volume 1: Rustin Parr (2000)
Wiley Ken (II),Cain and Abel (2006)
Cooley Campbell,Path of Exile (2012)
Abineri John,The Assassination Bureau (1969)
Galvin Sophie,Beans Do Come True (2010)
Tarabay Raymond,Das Haus der schlafenden Schönen (2006)
Dog Augie the,Henry: Portrait of a Serial Killer (1986)
Prayz Ben,A Few Shy (2011)
Alvisi Marcus,Álbum de Família (1981)
Green Harry (I),The Man I Love (1929)
Molina Ángela,Mal de amores (1993)
van Eggermoud Mariska,Honeyz (2007)
Le Fort Robert,Piédalu fait des miracles (1952)
Griffith Beverly (I),Toplitsky and Company (1913)
Carabias Julio,El turismo es un gran invento (1968)
Bulejko Stefan,Únos (1953)
Cahill Barry (I),Grand Theft Auto (1977)
Wong Kwok-siu,Qing cheng zhi lian (1984)
Lau Jeffrey (I),Tian xia wu shuang (2002)
Bruno Béatrice,Humeurs et rumeurs (2009)
Groux Kirsten,The Ruby Princess Runs Away (2001)
Watts Jane (I),Lien de parenté (1986)
Bayani Angeli,Ang laro ng buhay ni Juan (2009)
Nicolle André,Accusée... levez-vous! (1930)
Elcar Dana,Buddy Buddy (1981)
Giner Ramón (I),El sistema Pelegrín (1952)
Hill Lee (I),The Lonely Woman (1918)
Pohl Klaus (I),Mädchen im Vorzimmer (1940)
Maugarski Véronique,Donne ta langue au chat (1977)
Roy Amrita (I),Baharen Phir Bhi Aayengi (1966)
Parker Caroline,The Final Flight of Sherman Brown (2010)
Berardo James (I),Ouija (2012)
Carr Jane (I),Youthful Folly (1934)
Garrido Dulce,Aquello que acecha (2007)
Casanova Miguel (I),Sangre en mis zapatos (1983)
Jacobson Gregg,Going Down in LA-LA Land (2011)
Thakur Dinesh,Naiyya (1979)
Skinner Jethro,Sign Language (2010/II)
Schönherr Dietmar,Marcia o crepa (1962)
Fausto Stella,The Return of the Long Ranger & Tonton: How the West Was Wrong (1992)
Rodriguez Eddie (II),Ang babaing hinugot sa aking tadyang (1981)
Christensen Hayden,Factory Girl (2006)
Morley Malcolm,The Derelict (1937)
Banerjee S.N.,Tower House (1962)
Thornton Billy Bob,Some Folks Call It a Sling Blade (1994)
Reale Carmelo,Squadra antifurto (1976)
Hearn Katie,Roulette (2011/I)
Parris Neil (II),Adam and Eve (2005)
Sizemore Tom,Visible Scars (2013)
Cisneros Roman,In Quiet Night (1998)
Bachsin Arumy,3 hati dua dunia satu cinta (2010)
Linsey Herb (I),Channels (2008)
Ashe Christopher,Starting from Scratch (2007)
Maurer Kai,Beyond the Sea (2004)
Spere Charles,Pegeen (1920)
Uehara Takuya,Frogs on Screen (2008)
Marsh Emilie,Les papas du dimanche (2012)
Burke Patricia (I),The Impersonator (1961)
Czégényi József,Gyilkos kedv (1997)
Unger Goffredo,Anda muchacho spara! (1971)
Majorana Totò,Caterina (1921)
Fredericks Scott,Dad's Army (1971)
Spasojevic Dragan,Ljubi ljubi al' glavu ne gubi (1981)
Alexandra Joanna,Catatan akhir sekolah (2005)
Scarnici Greg,L.V.J. (2012)
Crump J.W.,Young Adult (2010)
Naumov N.,Kuda on denetsya! (1981)
Pierzchalski Adam,10Terrorists (2012)
Portugal Alice,Around the World in Eighty Days (1956)
Coleman Mike (I),Alien Incursion (2006)
Matelli Tommaso,1301: The Circle of Life (2010)
Rosenblat Barbara,Grand Theft Auto: Liberty City Stories (2005)
Williams Robert (I),Escape in the Fog (1945)
Aspenlieder Elizabeth,Trigger Finger (2007)
Yepes José (I),Cuatro mujeres y un lío (1985)
von Allwoerden Walter,Die Flucht durch Flammen (1920)
Quinn Anthony (I),Swing High Swing Low (1937)
Love Betty (I),Scandale à la Belgique Joyeuse (1959)
Planas Esther,La trepadora (1925)
Moutray Dave,Disconnection (2012)
Smith Mark Rhino,Rollin' with the Nines (2006)
Pervaiz Aslam,Miss 56 (1956)
Gifford Ada,In the Shadow (1913)
Coskun Faik,Cici Can (1963)
Weiss Charlie,Jazzclub - Der frühe Vogel fängt den Wurm. (2004)
Avsharov Mukhtar,Sevil (1970)
Vaccaro Evelyn,Not in My Backyard (2011)
Dupuis Jean-Michel (I),L'oeil du maître (1980)
Lais Saskia,Der Beigeschmack des Todes (1993)
Garris Mick,The Man Who Saw Frankenstein Cry (2010)
Schlettow Ursula,Grüß' mir die Lore noch einmal (1934)
White Leo (I),Broadway Musketeers (1938)
Gaven Jean,Madame Claude (1977)
Angold Edit,Above Suspicion (1943)
Clarke Jean (I),There Was a Crooked Man (1960)
Farley Douglas,Cashing Out (2009)
Roché Sebastian,Adieu je t'aime (1988)
Zago Giorgia,La terza madre (2007)
Augustinski Peer,Asterix in America (1994)
Hodges Jordon,Decomposed (2009)
Lourenço Soraia,Dot.com (2007)
Orellana Alex (IV),Kin (2011/I)
Salberg Mitchell,Argo (2012)
Lake Florence,Motor Maniacs (1946)
Hulegard Anne,Out of Mind (2006)
Moore Alex (V),Baseline (2010)
Guo Yiwen,Huan le ren jian (1959)
Schwarz Simon,Räuber Kneißl (2008)
Astin Mackenzie,The Mating Habits of the Earthbound Human (1999)
Ranjeet,Raaj Tilak (1984)
Nye G. Raymond,Wolves of the Night (1919)
Dodge Anna,Their Only Son (1911)
Frenkel Jackie,The Valedictorian's Moment (2010)
Blue Old,The Mexican (1914)
Assayas Michka,Extension du domaine de la lutte (1999)
de Goros Jean-Claude,L'union sacrée (1989)
Combs Sean (II),Untitled Sean Combs Project (2006)
Robinson Gertrude,Father Beauclaire (1912)
Gould Ina,The Silent Scream (1979)
Layani Georges,L'autre côté de la mer (1997)
Martin Ash (II),A Nightmare on the Town (2012)
Vrijdag Remko,Kikkerdril (2009)
Loridan Ivens Marceline,Chronique d'un été (Paris 1960)
Shannon Harry (I),Headin' for God's Country (1943)
Mohanty Aparajita,Mukti Mashal (1994)
Slavin D.,Eteris simgera (1957)
Schembri Julian,Strings (1985)
Soto Talisa,Mortal Kombat (1995)
Bártlová Gabriela,Florián (1961)
Leonelli Lauren,Hotel Rencontre (2009)
Rex Rut,Grün ist die Heide (1972)
Gilmour J.H.,Democracy: The Vision Restored (1920)
Deo Ramesh,Prem Nagar (1974)
Iwamoto Richard,Come See the Paradise (1990)
Lockney J.P.,Smoke Bellew (1929)
Casteil Laure,Le mille-pattes fait des claquettes (1977)
Marks Jack R.,Girlfight (2000)
Snowdon Lisa,La passione (1996)
Kobza Ondrej,O zivot (2008)
Rutigliano Michael,The Lost Platoon (1991)
Ridge Jamie,The Double (2011/I)
Díaz Guillermo (I),Soldier of Fortune II: Double Helix (2002)
Evans Eve (II),The Machine of Hate (2008)
Astyr Bobby,Once Over Nightly (1976)
Leone Simona,Amami (1993)
Southard Regan,The Waystation: Prelude (2003)
Klymkiw Adam,Everyone's Sad About Something (2011)
Salmerón Carmen,El bosque animado (1987)
Casaceli Giampiero,Aprimi il cuore (2002)
Hawes Elizabeth (II),Panther Woman of the Needle Trades or The Lovely Life of Little Lisa (1931)
Ullrich Ulli,In een Japanse stroomversnelling (2002)
Santos Rusty,Mga paru-parong buking (1985)
Parillaud Eliott,Camping (2006)
Ernholm Edit,Fröken på Björneborg (1922)
Zhou Liangliang,Yuan fang de xing (1983)
Fraser Richard (I),Desperate Journey (1942)
Nirala,Aur Bhi Gham Hain (1960)
Jansen Heide,Hurrycan (1979)
Presley A.J.,Privileged (2010)
Eddy Jan,The Curse of Monkey Island (1997)
Munné Pep,El niño pez (2009)
Lima Jeff,Mr. Popper's Penguins (2011)
Henriques-Nielsen Anna,Færgekroen (1956)
Charalabidis Yorgos,I neraida kai to palikari (1969)
Muschong Justin (I),Shooters. Get the Picture (2007)
Russell Maria (I),Last Words (2002)
González Pili,Capulina corazón de leon (1970)
Corne Léonce,Bach en correctionnelle (1940)
García Sara (I),Escuela para solteras (1965)
Yang Hsiung,Shaolin dou La Ma (1983)
Del Colle Ubaldo Maria,Margot (1914)
Wolf Katy,David and July in the Month of May (2010)
Wayne Jason (I),Blood Shack (1971)
Jayapradha,Superman (1980)
Kapoor Sakshi,Jahan Jaaeyega Hamen Paaeyega (2007)
Nicolas Madeleine (I),Kailangan kita (2002)
Agostini Alexandrine,Trois petits coups (2004)
Sen Sener,Lüküs hayat (1976)
Austin Frank (I),Jewels of Desire (1927)
Sterling Merta,Not What the Doctor Ordered (1916)
Leung Oi,Choi wan kuk (1982)
Blanc Mel,A Hound for Trouble (1951)
Kutschera Bill,Trashed... (2007)
Ebsary Kelly,200 Cigarettes (1999)
Andre Dorothy (I),Raiders of Sunset Pass (1943)
Mason Julia (I),Devil for a Day (1917)
Ujcic Igor,Tonka (1997)
Culver Roland,Her Imaginary Lover (1933)
Chan Pak-cheung,Lu ding ji II: Zhi shen long jiao (1992)
Skarstedt Georg,Fröken Chic (1959)
Wages Mathew,In Carcosa (2012)
Lauko Pavol,Orbis Pictus (1998)
Hayakawa Yûzô,A zerosen (1965)
Csuja Imre,Szenvedély (1998)
Tsonev Kosta,Nyama nishto po-hubavo ot loshoto vreme (1971)
Lindberg Chad,Crimes of the Past (2009)
Ratray Devin,Where Are the Children? (1986)
Wu Jia-lien,Du mo (1991)
Carson Sam (II),Jim in the Box (2007)
Bond Ward,Here Comes the Groom (1934)
Linstad Dichmann Marcella,Bag det stille ydre (2005)
Crockett Dick,Government Agents vs Phantom Legion (1951)
Woods George T.,Samuel's Last Chance (2005)
Maynard Kermit,Flesh and the Spur (1956)
Giovangigli Isalinde,Mauvais frères (2005)
Nagel Anne,Saleslady (1938)
Lavi Inbar,Getting That Girl (2011)
Sande Mark,The Reginald Lewis Story (2011)
